"DATE","OPEN","HIGH","LOW","CLOSE","ADJ CLOSE","VOLUME"
"Feb 18, 2026",24773.75,25128.25,24700.75,24956.00,24956.00,540796
"Feb 17, 2026",24789.75,24922.25,24449.25,24767.75,24767.75,752646
"Feb 13, 2026",24842.25,24995.50,24578.75,24803.25,24803.25,688226
"Feb 12, 2026",25289.00,25419.75,24721.50,24768.00,24768.00,668338
"Feb 11, 2026",25259.00,25465.25,25058.25,25288.50,25288.50,531730
"Feb 10, 2026",25363.00,25447.25,25198.25,25218.25,25218.25,477554
"Feb 09, 2026",25153.75,25428.75,24955.50,25354.00,25354.00,492306
"Feb 06, 2026",24416.00,25222.00,24239.75,25163.25,25163.25,653956
"Feb 05, 2026",25061.75,25169.00,24407.25,24651.00,24651.00,774469
"Feb 04, 2026",25387.50,25514.25,24783.50,24999.25,24999.25,742646
"Feb 03, 2026",25876.50,26027.75,25219.00,25452.00,25452.00,696150
"Feb 02, 2026",25530.00,25949.50,25180.25,25850.00,25850.00,578865
"Jan 30, 2026",25998.50,26020.00,25568.75,25670.00,25670.00,712197
